"住所CD","都道府県CD","市区町村CD","町域CD","郵便番号","事業所フラグ","廃止フラグ","都道府県","都道府県カナ","市区町村","市区町村カナ","町域","町域カナ","町域補足","京都通り名","字丁目","字丁目カナ","補足","事業所名","事業所名カナ","事業所住所","新住所CD"
761044500,37,37201,372010129,"761-0445",0,0,"香川県","カガワケン","高松市","タカマツシ","西植田町","ニシウエタチョウ",,,,,,,,,
760002200,37,37201,372010130,"760-0022",0,0,"香川県","カガワケン","高松市","タカマツシ","西内町","ニシウチマチ",,,,,,,,,
760851100,37,37201,372010130,"760-8511",1,0,"香川県","カガワケン","高松市","タカマツシ","西内町","ニシウチマチ",,,,,,"高松北警察署","タカマツキタケイサツシヨ","西内町２－３０",
761805100,37,37201,372010131,"761-8051",0,0,"香川県","カガワケン","高松市","タカマツシ","西春日町","ニシカスガチョウ",,,,,,,,,
760002000,37,37201,372010132,"760-0020",0,0,"香川県","カガワケン","高松市","タカマツシ","錦町","ニシキマチ",,,,,,,,,
760855500,37,37201,372010132,"760-8555",1,0,"香川県","カガワケン","高松市","タカマツシ","錦町","ニシキマチ",,,,,,"株式会社　エヌ・ティ・ティ・ドコモ　四国支社","カブシキガイシヤ　エヌ・テイ・テイ・ドコモ　シコクシシヤ","錦町２丁目４－８",
760868800,37,37201,372010132,"760-8688",1,0,"香川県","カガワケン","高松市","タカマツシ","錦町","ニシキマチ",,,,,,"株式会社　帝国データバンク　高松支店","カブシキガイシヤ　テイコクデ－タバンク　タカマツシテン","錦町１丁目１１－３",
760856700,37,37201,372010132,"760-8567",1,0,"香川県","カガワケン","高松市","タカマツシ","錦町","ニシキマチ",,,,,,"四国医療器　株式会社","シコクイリヨウキ　カブシキガイシヤ","錦町１丁目１１－１１",
760868600,37,37201,372010132,"760-8686",1,0,"香川県","カガワケン","高松市","タカマツシ","錦町","ニシキマチ",,,,,,"日本放送協会　高松放送局","ニホンホウソウキヨウカイ　タカマツホウソウキヨク","錦町１丁目１２－７",
760868700,37,37201,372010132,"760-8687",1,0,"香川県","カガワケン","高松市","タカマツシ","錦町","ニシキマチ",,,,,,"日本通運　（株）　四国支店","ニホンツウウン　カブシキガイシヤ　シコクシテン","錦町２丁目６－３",
760002100,37,37201,372010133,"760-0021",0,0,"香川県","カガワケン","高松市","タカマツシ","西の丸町","ニシノマルチョウ",,,,,,,,,
761805300,37,37201,372010134,"761-8053",0,0,"香川県","カガワケン","高松市","タカマツシ","西ハゼ町","ニシハゼマチ",,,,,,,,,
760000300,37,37201,372010135,"760-0003",0,0,"香川県","カガワケン","高松市","タカマツシ","西町","ニシマチ",,,,,,,,,
761804500,37,37201,372010136,"761-8045",0,0,"香川県","カガワケン","高松市","タカマツシ","西山崎町","ニシヤマサキチョウ",,,,,,,,,
760005700,37,37201,372010137,"760-0057",0,0,"香川県","カガワケン","高松市","タカマツシ","旅籠町","ハタゴマチ",,,,,,,,,
760007200,37,37201,372010138,"760-0072",0,0,"香川県","カガワケン","高松市","タカマツシ","花園町","ハナゾノチョウ",,,,,,,,,
761806300,37,37201,372010139,"761-8063",0,0,"香川県","カガワケン","高松市","タカマツシ","花ノ宮町","ハナノミヤチョウ",,,,,,,,,
761856600,37,37201,372010139,"761-8566",1,0,"香川県","カガワケン","高松市","タカマツシ","花ノ宮町","ハナノミヤチョウ",,,,,,"高松公共職業安定所","タカマツコウキヨウシヨクギヨウアンテイシヨ","花ノ宮町２丁目２－３",
761856500,37,37201,372010139,"761-8565",1,0,"香川県","カガワケン","高松市","タカマツシ","花ノ宮町","ハナノミヤチョウ",,,,,,"（株）　四電工　本店","カブシキガイシヤ　ヨンデンコウ　ホンテン","花ノ宮町二丁目３番９号",
760001100,37,37201,372010140,"760-0011",0,0,"香川県","カガワケン","高松市","タカマツシ","浜ノ町","ハマノチョウ",,,,,,,,,
760858000,37,37201,372010140,"760-8580",1,0,"香川県","カガワケン","高松市","タカマツシ","浜ノ町","ハマノチョウ",,,,,,"四国旅客鉄道　株式会社","シコクリヨカクテツドウカブシキガイシヤ","浜ノ町８－３３",
760853400,37,37201,372010140,"760-8534",1,0,"香川県","カガワケン","高松市","タカマツシ","浜ノ町","ハマノチョウ",,,,,,"社団法人　香川県医師会","シヤダンホウジン　カガワケンイシカイ","浜ノ町７３番４号",
761030100,37,37201,372010141,"761-0301",0,0,"香川県","カガワケン","高松市","タカマツシ","林町","ハヤシチョウ",,,,,,,,,
761039300,37,37201,372010141,"761-0393",1,0,"香川県","カガワケン","高松市","タカマツシ","林町","ハヤシチョウ",,,,,,"香川県立図書館","カガワケンリツトシヨカン","林町２２１７－１９",
761039600,37,37201,372010141,"761-0396",1,0,"香川県","カガワケン","高松市","タカマツシ","林町","ハヤシチョウ",,,,,,"香川大学　工学部","カガワダイガク　コウガクブ","林町新町２２１７－２０",
761039700,37,37201,372010141,"761-0397",1,0,"香川県","カガワケン","高松市","タカマツシ","林町","ハヤシチョウ",,,,,,"トーヨースギウエ　株式会社","ト－ヨ－スギウエ　カブシキガイシヤ","林町２６３－１",
761039500,37,37201,372010141,"761-0395",1,0,"香川県","カガワケン","高松市","タカマツシ","林町","ハヤシチョウ",,,,,,"国立研究開発法人　産業技術総合研究所四国センター","コクリツケンキユウカイハツホウジン　サンギヨウギジユツソウゴウケンキユウシヨシコクセンタ－","林町２２１７－１４",
760001700,37,37201,372010142,"760-0017",0,0,"香川県","カガワケン","高松市","タカマツシ","番町","バンチョウ",,,,,,,,,
760867100,37,37201,372010142,"760-8671",1,0,"香川県","カガワケン","高松市","タカマツシ","番町","バンチョウ",,,,,,"株式会社　阿波銀行　高松支店","カブシキガイシヤ　アワギンコウ　タカマツシテン","番町１丁目１－５",
760860800,37,37201,372010142,"760-8608",1,0,"香川県","カガワケン","高松市","タカマツシ","番町","バンチョウ",,,,,,"農林中央金庫　高松支店","ノウリンチユウオウキンコ　タカマツシテン","番町１丁目１－５",
760861400,37,37201,372010142,"760-8614",1,0,"香川県","カガワケン","高松市","タカマツシ","番町","バンチョウ",,,,,,"（株）　伊予銀行　高松支店","カブシキガイシヤ　イヨギンコウ　タカマツシテン","番町１丁目７－１",
760860100,37,37201,372010142,"760-8601",1,0,"香川県","カガワケン","高松市","タカマツシ","番町","バンチョウ",,,,,,"日本生命保険　相互会社　高松支社","ニホンセイメイホケン　ソウゴガイシヤ　タカマツシシヤ","番町１丁目１－５",
760857100,37,37201,372010142,"760-8571",1,0,"香川県","カガワケン","高松市","タカマツシ","番町","バンチョウ",,,,,,"高松市役所","タカマツシヤクシヨ","番町１丁目８－１５",
760856600,37,37201,372010142,"760-8566",1,0,"香川県","カガワケン","高松市","タカマツシ","番町","バンチョウ",,,,,,"住友生命保険相互会社　高松支社","スミトモセイメイホケンソウゴガイシヤ　タカマツシシヤ","番町１丁目６－１",
760856800,37,37201,372010142,"760-8568",1,0,"香川県","カガワケン","高松市","タカマツシ","番町","バンチョウ",,,,,,"香川トヨタ自動車　（株）　本社","カガワトヨタジドウシヤ　カブシキガイシヤ　ホンシヤ","番町２丁目５－１４",
760857900,37,37201,372010142,"760-8579",1,0,"香川県","カガワケン","高松市","タカマツシ","番町","バンチョウ",,,,,,"香川県　警察本部","カガワケン　ケイサツホンブ","番町４丁目１－１０",
760851500,37,37201,372010142,"760-8515",1,0,"香川県","カガワケン","高松市","タカマツシ","番町","バンチョウ",,,,,,"高松商工会議所","タカマツシヨウコウカイギシヨ","番町２丁目２－２",
760852400,37,37201,372010142,"760-8524",1,0,"香川県","カガワケン","高松市","タカマツシ","番町","バンチョウ",,,,,,"日本年金機構　高松広域事務センター","ニツポンネンキンキコウ　タカマツコウイキジムセンタ－","番町２丁目１６番地３号",
760850300,37,37201,372010142,"760-8503",1,0,"香川県","カガワケン","高松市","タカマツシ","番町","バンチョウ",,,,,,"西松建設　（株）　四国支店","ニシマツケンセツ　カブシキガイシヤ　シコクシテン","番町３丁目８－１１",
760857000,37,37201,372010142,"760-8570",1,0,"香川県","カガワケン","高松市","タカマツシ","番町","バンチョウ",,,,,,"香川県庁","カガワケンチヨウ","番町４丁目１－１０",
760851400,37,37201,372010142,"760-8514",1,0,"香川県","カガワケン","高松市","タカマツシ","番町","バンチョウ",,,,,,"香川県広域水道企業団","カガワケンコウイキスイドウキギヨウダン","番町１丁目８－１５",
760855100,37,37201,372010142,"760-8551",1,0,"香川県","カガワケン","高松市","タカマツシ","番町","バンチョウ",,,,,,"扶桑建設工業　株式会社","フソウケンセツコウギヨウ　カブシキガイシヤ","番町２丁目１６－３",
761044600,37,37201,372010143,"761-0446",0,0,"香川県","カガワケン","高松市","タカマツシ","東植田町","ヒガシウエタチョウ",,,,,,,,,
760005800,37,37201,372010144,"760-0058",0,0,"香川県","カガワケン","高松市","タカマツシ","東田町","ヒガシタマチ",,,,,,,,,
761805400,37,37201,372010145,"761-8054",0,0,"香川県","カガワケン","高松市","タカマツシ","東ハゼ町","ヒガシハゼマチ",,,,,,,,,
761853300,37,37201,372010145,"761-8533",1,0,"香川県","カガワケン","高松市","タカマツシ","東ハゼ町","ヒガシハゼマチ",,,,,,"ユアサ商事　株式会社　四国支店","ユアサシヨウジ　カブシキガイシヤ　シコクシテン","東ハゼ町６－１５",
760003700,37,37201,372010146,"760-0037",0,0,"香川県","カガワケン","高松市","タカマツシ","東浜町","ヒガシハマチョウ",,,,,,,,,
761031200,37,37201,372010147,"761-0312",0,0,"香川県","カガワケン","高松市","タカマツシ","東山崎町","ヒガシヤマサキチョウ",,,,,,,,,
760004100,37,37201,372010148,"760-0041",0,0,"香川県","カガワケン","高松市","タカマツシ","百間町","ヒャッケンマチ",,,,,,,,,
760002400,37,37201,372010149,"760-0024",0,0,"香川県","カガワケン","高松市","タカマツシ","兵庫町","ヒョウゴマチ",,,,,,,,,
760006600,37,37201,372010150,"760-0066",0,0,"香川県","カガワケン","高松市","タカマツシ","福岡町","フクオカチョウ",,,,,,,,,
760856200,37,37201,372010150,"760-8562",1,0,"香川県","カガワケン","高松市","タカマツシ","福岡町","フクオカチョウ",,,,,,"香川県　中小企業団体中央会","カガワケン　チユウシヨウキギヨウダンタイチユウオウカイ","福岡町２丁目２－２－４０１",
760854600,37,37201,372010150,"760-8546",1,0,"香川県","カガワケン","高松市","タカマツシ","福岡町","フクオカチョウ",,,,,,"国土交通省　香川河川国道事務所","コクドコウツウシヨウ　カガワカセンコクドウジムシヨ","福岡町４－２６－３２",
760855800,37,37201,372010150,"760-8558",1,0,"香川県","カガワケン","高松市","タカマツシ","福岡町","フクオカチョウ",,,,,,"中商事　株式会社","ナカシヨウジ　カブシキカイシヤ","福岡町２丁目２４－１",
760866100,37,37201,372010150,"760-8661",1,0,"香川県","カガワケン","高松市","タカマツシ","福岡町","フクオカチョウ",,,,,,"香川県　信用保証協会","カガワケンシンヨウホシヨウキヨウカイ","福岡町２丁目２－２－１０１",
760004800,37,37201,372010151,"760-0048",0,0,"香川県","カガワケン","高松市","タカマツシ","福田町","フクダマチ",,,,,,,,,
760007100,37,37201,372010152,"760-0071",0,0,"香川県","カガワケン","高松市","タカマツシ","藤塚町","フジヅカチョウ",,,,,,,,,
760851000,37,37201,372010152,"760-8510",1,0,"香川県","カガワケン","高松市","タカマツシ","藤塚町","フジヅカチョウ",,,,,,"富士通　株式会社　四国支社","フジツウ　カブシキガイシヤ　シコクシシヤ","藤塚町１丁目１０番３０号",
760852000,37,37201,372010152,"760-8520",1,0,"香川県","カガワケン","高松市","タカマツシ","藤塚町","フジヅカチョウ",,,,,,"株式会社　穴吹工務店","カブシキガイシヤ　アナブキコウムテン","藤塚町１－１１－２２",
761807100,37,37201,372010153,"761-8071",0,0,"香川県","カガワケン","高松市","タカマツシ","伏石町","フセイシチョウ",,,,,,,,,
761807900,37,37201,372010154,"761-8079",0,0,"香川県","カガワケン","高松市","タカマツシ","仏生山町乙","ブッショウザンチョウオツ",,,,,,,,,
761807800,37,37201,372010155,"761-8078",0,0,"香川県","カガワケン","高松市","タカマツシ","仏生山町甲","ブッショウザンチョウコウ",,,,,,,,,
761853800,37,37201,372010155,"761-8538",1,0,"香川県","カガワケン","高松市","タカマツシ","仏生山町甲","ブッショウザンチョウコウ",,,,,,"高松市立みんなの病院","タカマツシリツミンナノビヨウイン","仏生山町甲８４７番地１",
760002500,37,37201,372010156,"760-0025",0,0,"香川県","カガワケン","高松市","タカマツシ","古新町","フルジンマチ",,,,,,,,,
760856000,37,37201,372010156,"760-8560",1,0,"香川県","カガワケン","高松市","タカマツシ","古新町","フルジンマチ",,,,,,"三井住友海上火災保険　株式会社","ミツイスミトモカイジヨウカサイホケン　カブシキガイシヤ","古新町２－３",
760862400,37,37201,372010156,"760-8624",1,0,"香川県","カガワケン","高松市","タカマツシ","古新町","フルジンマチ",,,,,,"日新火災海上保険　株式会社　四国統括サービス部","ニツシンカサイカイジヨウホケン　カブシキガイシヤ　シコクトウカツサ－ビスブ","古新町８－１四国パナソニックビル６階",
760850700,37,37201,372010156,"760-8507",1,0,"香川県","カガワケン","高松市","タカマツシ","古新町","フルジンマチ",,,,,,"日立キャピタル　株式会社　高松支店","ヒタチキヤピタル　カブシキガイシヤ　タカマツシテン","古新町３－１東明ビル",
760852700,37,37201,372010156,"760-8527",1,0,"香川県","カガワケン","高松市","タカマツシ","古新町","フルジンマチ",,,,,,"東京海上日動火災保険　株式会社　高松支店","トウキヨウカイジヨウニチドウカサイホケン　カブシキガイシヤ　タカマツシテン","古新町３番地１東明ビル１２Ｆ",
760866000,37,37201,372010156,"760-8660",1,0,"香川県","カガワケン","高松市","タカマツシ","古新町","フルジンマチ",,,,,,"四国総合信用　株式会社","シコクソウゴウシンヨウ　カブシキガイシヤ","古新町１番地７",
760860400,37,37201,372010156,"760-8604",1,0,"香川県","カガワケン","高松市","タカマツシ","古新町","フルジンマチ",,,,,,"野村證券株式会社高松支店","ノムラシヨウケン　カブシキガイシヤ　タカマツシテン","古新町１０－５",
760004500,37,37201,372010157,"760-0045",0,0,"香川県","カガワケン","高松市","タカマツシ","古馬場町","フルババチョウ",,,,,,,,,
760003200,37,37201,372010158,"760-0032",0,0,"香川県","カガワケン","高松市","タカマツシ","本町","ホンマチ",,,,,,,,,
761032100,37,37201,372010159,"761-0321",0,0,"香川県","カガワケン","高松市","タカマツシ","前田西町","マエダニシマチ",,,,,,,,,
761032200,37,37201,372010160,"761-0322",0,0,"香川県","カガワケン","高松市","タカマツシ","前田東町","マエダヒガシマチ",,,,,,,,,
760006800,37,37201,372010161,"760-0068",0,0,"香川県","カガワケン","高松市","タカマツシ","松島町","マツシマチョウ",,,,,,,,,
761805200,37,37201,372010162,"761-8052",0,0,"香川県","カガワケン","高松市","タカマツシ","松並町","マツナミチョウ",,,,,,,,,
760007900,37,37201,372010163,"760-0079",0,0,"香川県","カガワケン","高松市","タカマツシ","松縄町","マツナワチョウ",,,,,,,,,
760006700,37,37201,372010164,"760-0067",0,0,"香川県","カガワケン","高松市","タカマツシ","松福町","マツフクチョウ",,,,,,,,,
760002900,37,37201,372010165,"760-0029",0,0,"香川県","カガワケン","高松市","タカマツシ","丸亀町","マルガメマチ",,,,,,,,,
760863800,37,37201,372010165,"760-8638",1,0,"香川県","カガワケン","高松市","タカマツシ","丸亀町","マルガメマチ",,,,,,"株式会社　百十四銀行　高松支店","カブシキガイシヤ　ヒヤクジユウシギンコウ　タカマツシテン","丸亀町１５－７",
760855200,37,37201,372010165,"760-8552",1,0,"香川県","カガワケン","高松市","タカマツシ","丸亀町","マルガメマチ",,,,,,"株式会社　河野","カブシキガイシヤ　コウノ","丸亀町６－１",
760860300,37,37201,372010165,"760-8603",1,0,"香川県","カガワケン","高松市","タカマツシ","丸亀町","マルガメマチ",,,,,,"株式会社　四国銀行　高松支店","カブシキガイシヤ　シコクギンコウ　タカマツシテン","丸亀町８－２３",
760866700,37,37201,372010165,"760-8667",1,0,"香川県","カガワケン","高松市","タカマツシ","丸亀町","マルガメマチ",,,,,,"株式会社　中国銀行　高松支店","カブシキガイシヤ　チユウゴクギンコウ　タカマツシテン","丸亀町３－６",
760854500,37,37201,372010165,"760-8545",1,0,"香川県","カガワケン","高松市","タカマツシ","丸亀町","マルガメマチ",,,,,,"株式会社　高松リビング新聞社","カブシキガイシヤ　タカマツリビングシンブンシヤ","丸亀町８－２３丸亀町グリーン東館３階",
760003300,37,37201,372010166,"760-0033",0,0,"香川県","カガワケン","高松市","タカマツシ","丸の内","マルノウチ",,,,,,,,,
760858600,37,37201,372010166,"760-8586",1,0,"香川県","カガワケン","高松市","タカマツシ","丸の内","マルノウチ",,,,,,"高松地方裁判所","タカマツチホウサイバンシヨ","丸の内１－３６",
760858500,37,37201,372010166,"760-8585",1,0,"香川県","カガワケン","高松市","タカマツシ","丸の内","マルノウチ",,,,,,"高松家庭裁判所","タカマツカテイサイバンシヨ","丸の内２－２７",
760857500,37,37201,372010166,"760-8575",1,0,"香川県","カガワケン","高松市","タカマツシ","丸の内","マルノウチ",,,,,,"西日本放送　株式会社","ニシニツポンホウソウカブシキガイシヤ","丸の内８－１５",
760850800,37,37201,372010166,"760-8508",1,0,"香川県","カガワケン","高松市","タカマツシ","丸の内","マルノウチ",,,,,,"高松法務局","タカマツホウムキヨク","丸の内１－１",
760857300,37,37201,372010166,"760-8573",1,0,"香川県","カガワケン","高松市","タカマツシ","丸の内","マルノウチ",,,,,,"四国電力株式会社　本店","シコクデンリヨクカブシキガイシヤ　ホンテン","丸の内２－５",
760855900,37,37201,372010166,"760-8559",1,0,"香川県","カガワケン","高松市","タカマツシ","丸の内","マルノウチ",,,,,,"四電ビジネス　株式会社","ヨンデンビジネス　カブシキガイシヤ","丸の内２－５",
761045000,37,37201,372010167,"761-0450",0,0,"香川県","カガワケン","高松市","タカマツシ","三谷町","ミタニチョウ",,,,,,,,,
761049200,37,37201,372010167,"761-0492",1,0,"香川県","カガワケン","高松市","タカマツシ","三谷町","ミタニチョウ",,,,,,"（株）　カナック","カブシキガイシヤ　カナツク","三谷町１３６",
760005100,37,37201,372010168,"760-0051",0,0,"香川県","カガワケン","高松市","タカマツシ","南新町","ミナミシンマチ",,,,,,,,,
760000900,37,37201,372010169,"760-0009",0,0,"香川県","カガワケン","高松市","タカマツシ","峰山町","ミネヤマチョウ",,,,,,,,,
761804200,37,37201,372010170,"761-8042",0,0,"香川県","カガワケン","高松市","タカマツシ","御厩町","ミマヤチョウ",,,,,,,,,
760000500,37,37201,372010171,"760-0005",0,0,"香川県","カガワケン","高松市","タカマツシ","宮脇町","ミヤワキチョウ",,,,,,,,,
761012200,37,37201,372010172,"761-0122",0,0,"香川県","カガワケン","高松市","タカマツシ","牟礼町大町","ムレチョウオオマチ",,,,,,,,,
761012300,37,37201,372010173,"761-0123",0,0,"香川県","カガワケン","高松市","タカマツシ","牟礼町原","ムレチョウハラ",,,,,,,,,
761012100,37,37201,372010174,"761-0121",0,0,"香川県","カガワケン","高松市","タカマツシ","牟礼町牟礼","ムレチョウムレ",,,,,,,,,
761019600,37,37201,372010174,"761-0196",1,0,"香川県","カガワケン","高松市","タカマツシ","牟礼町牟礼","ムレチョウムレ",,,,,,"鎌長製衡　（株）","カマチヨウセイコウ　カブシキガイシヤ","牟礼町牟礼２２４６",
761018800,37,37201,372010174,"761-0188",1,0,"香川県","カガワケン","高松市","タカマツシ","牟礼町牟礼","ムレチョウムレ",,,,,,"高松市役所　牟礼支所","タカマツシヤクシヨ　ムレシシヨ","牟礼町牟礼３０２－１",
761806200,37,37201,372010175,"761-8062",0,0,"香川県","カガワケン","高松市","タカマツシ","室新町","ムロシンマチ",,,,,,,,,
761855000,37,37201,372010175,"761-8550",1,0,"香川県","カガワケン","高松市","タカマツシ","室新町","ムロシンマチ",,,,,,"四国電力　株式会社　高松支店","シコクデンリヨク　カブシキガイシヤ　タカマツシテン","室新町９７３－１",
761806100,37,37201,372010176,"761-8061",0,0,"香川県","カガワケン","高松市","タカマツシ","室町","ムロマチ",,,,,,,,,
760009200,37,37201,372010177,"760-0092",0,0,"香川県","カガワケン","高松市","タカマツシ","女木町","メギチョウ",,,,,,,,,
761031100,37,37201,372010178,"761-0311",0,0,"香川県","カガワケン","高松市","タカマツシ","元山町","モトヤマチョウ",,,,,,,,,
760004900,37,37201,372010179,"760-0049",0,0,"香川県","カガワケン","高松市","タカマツシ","八坂町","ヤサカマチ",,,,,,,,,
761011200,37,37201,372010180,"761-0112",0,0,"香川県","カガワケン","高松市","タカマツシ","屋島中町","ヤシマナカマチ",,,,,,,,,
761011300,37,37201,372010181,"761-0113",0,0,"香川県","カガワケン","高松市","タカマツシ","屋島西町","ヤシマニシマチ",,,,,,,,,
761019200,37,37201,372010181,"761-0192",1,0,"香川県","カガワケン","高松市","タカマツシ","屋島西町","ヤシマニシマチ",,,,,,"四国総合研究所","シコクソウゴウケンキユウシヨ","屋島西町２１０９－８",
761018900,37,37201,372010181,"761-0189",1,0,"香川県","カガワケン","高松市","タカマツシ","屋島西町","ヤシマニシマチ",,,,,,"大豊産業　（株）","オオトヨサンギヨウ　カブシキガイシヤ","屋島西町１９０２－１",
761018601,37,37201,372010181,"761-0186",1,0,"香川県","カガワケン","高松市","タカマツシ","屋島西町","ヤシマニシマチ",,,,,,"香川県厚生農業協同組合連合会　屋島総合病院","カガワケンコウセイノウギヨウキヨウドウクミアイレンゴウカイ　ヤシマソウゴウビヨウイン","屋島西町２１０５－１７",
761018600,37,37201,372010181,"761-0186",1,0,"香川県","カガワケン","高松市","タカマツシ","屋島西町","ヤシマニシマチ",,,,,,"香川県厚生農業協同組合連合会","カガワケンコウセイノウギヨウキヨウドウクミアイレンゴウカイ","屋島西町２１０５－１７",
761011100,37,37201,372010182,"761-0111",0,0,"香川県","カガワケン","高松市","タカマツシ","屋島東町","ヤシマヒガシマチ",,,,,,,,,
761044100,37,37201,372010183,"761-0441",0,0,"香川県","カガワケン","高松市","タカマツシ","由良町","ユラチョウ",,,,,,,,,
760007300,37,37201,372010184,"760-0073",0,0,"香川県","カガワケン","高松市","タカマツシ","栗林町","リツリンチョウ",,,,,,,,,
760851300,37,37201,372010184,"760-8513",1,0,"香川県","カガワケン","高松市","タカマツシ","栗林町","リツリンチョウ",,,,,,"ナイスタウン出版　株式会社","ナイスタウンシユツパン　カブシキガイシヤ","栗林町１丁目１２－２７",
760853000,37,37201,372010184,"760-8530",1,0,"香川県","カガワケン","高松市","タカマツシ","栗林町","リツリンチョウ",,,,,,"高松平和病院","タカマツヘイワビヨウイン","栗林町１丁目４－１",
761030300,37,37201,372010185,"761-0303",0,0,"香川県","カガワケン","高松市","タカマツシ","六条町","ロクジョウチョウ",,,,,,,,,
763000000,37,37202,372020000,"763-0000",0,0,"香川県","カガワケン","丸亀市","マルガメシ",,"　","（該当なし）",,,,,,,,
761240100,37,37202,372020001,"761-2401",0,0,"香川県","カガワケン","丸亀市","マルガメシ","綾歌町岡田上","アヤウタチョウオカダカミ",,,,,,,,,
761240200,37,37202,372020002,"761-2402",0,0,"香川県","カガワケン","丸亀市","マルガメシ","綾歌町岡田下","アヤウタチョウオカダシモ",,,,,,,,,
761240300,37,37202,372020003,"761-2403",0,0,"香川県","カガワケン","丸亀市","マルガメシ","綾歌町岡田西","アヤウタチョウオカダニシ",,,,,,,,,
761240400,37,37202,372020004,"761-2404",0,0,"香川県","カガワケン","丸亀市","マルガメシ","綾歌町岡田東","アヤウタチョウオカダヒガシ",,,,,,,,,
761240500,37,37202,372020005,"761-2405",0,0,"香川県","カガワケン","丸亀市","マルガメシ","綾歌町栗熊西","アヤウタチョウクリクマニシ",,,,,,,,,
761249200,37,37202,372020005,"761-2492",1,0,"香川県","カガワケン","丸亀市","マルガメシ","綾歌町栗熊西","アヤウタチョウクリクマニシ",,,,,,"丸亀市　綾歌市民総合センター","マルガメシ　アヤウタシミンソウゴウセンタ－","綾歌町栗熊西１６３８",
761249300,37,37202,372020005,"761-2493",1,0,"香川県","カガワケン","丸亀市","マルガメシ","綾歌町栗熊西","アヤウタチョウクリクマニシ",,,,,,"ニューレオマワールド","ニユ－レオマワ－ルド","綾歌町栗熊西４０－１",
761240600,37,37202,372020006,"761-2406",0,0,"香川県","カガワケン","丸亀市","マルガメシ","綾歌町栗熊東","アヤウタチョウクリクマヒガシ",,,,,,,,,
761240700,37,37202,372020007,"761-2407",0,0,"香川県","カガワケン","丸亀市","マルガメシ","綾歌町富熊","アヤウタチョウトミクマ",,,,,,,,,
761240800,37,37202,372020007,"761-2408",0,0,"香川県","カガワケン","丸亀市","マルガメシ","綾歌町富熊","アヤウタチョウトミクマ",,,"富士見坂","フジミサカ",,,,,
763008600,37,37202,372020008,"763-0086",0,0,"香川県","カガワケン","丸亀市","マルガメシ","飯野町西分","イイノチョウニシブン",,,,,,,,,
763008400,37,37202,372020009,"763-0084",0,0,"香川県","カガワケン","丸亀市","マルガメシ","飯野町東二","イイノチョウヒガシフタ",,,,,,,,,
763008500,37,37202,372020010,"763-0085",0,0,"香川県","カガワケン","丸亀市","マルガメシ","飯野町東分","イイノチョウヒガシブン",,,,,,,,,
763002500,37,37202,372020011,"763-0025",0,0,"香川県","カガワケン","丸亀市","マルガメシ","一番丁","イチバンチョウ",,,,,,,,,
763005100,37,37202,372020012,"763-0051",0,0,"香川県","カガワケン","丸亀市","マルガメシ","今津町","イマヅチョウ",,,,,,,,,
763000600,37,37202,372020013,"763-0006",0,0,"香川県","カガワケン","丸亀市","マルガメシ","魚屋町","ウオヤマチ",,,,,,,,,
763023100,37,37202,372020014,"763-0231",0,0,"香川県","カガワケン","丸亀市","マルガメシ","牛島","ウシジマ",,,,,,,,,
763003400,37,37202,372020015,"763-0034",0,0,"香川県","カガワケン","丸亀市","マルガメシ","大手町","オオテチョウ",,,,,,,,,
763850100,37,37202,372020015,"763-8501",1,0,"香川県","カガワケン","丸亀市","マルガメシ","大手町","オオテチョウ",,,,,,"丸亀市役所","マルガメシヤクシヨ","大手町２丁目４－２１",
763005300,37,37202,372020016,"763-0053",0,0,"香川県","カガワケン","丸亀市","マルガメシ","金倉町","カナクラチョウ",,,,,,,,,
763000300,37,37202,372020017,"763-0003",0,0,"香川県","カガワケン","丸亀市","マルガメシ","葭町","カヤマチ",,,,,,,,,
763009100,37,37202,372020018,"763-0091",0,0,"香川県","カガワケン","丸亀市","マルガメシ","川西町北","カワニシチョウキタ",,,,,,,,,
763009200,37,37202,372020019,"763-0092",0,0,"香川県","カガワケン","丸亀市","マルガメシ","川西町南","カワニシチョウミナミ",,,,,,,,,
763000200,37,37202,372020020,"763-0002",0,0,"香川県","カガワケン","丸亀市","マルガメシ","瓦町","カワラマチ",,,,,,,,,
763001500,37,37202,372020021,"763-0015",0,0,"香川県","カガワケン","丸亀市","マルガメシ","北平山町","キタヒラヤマチョウ",,,,,,,,,
763007300,37,37202,372020022,"763-0073",0,0,"香川県","カガワケン","丸亀市","マルガメシ","柞原町","クバラチョウ",,,,,,,,,
763850300,37,37202,372020022,"763-8503",1,0,"香川県","カガワケン","丸亀市","マルガメシ","柞原町","クバラチョウ",,,,,,"三船病院","ミフネビヨウイン","柞原町３６６",
763002900,37,37202,372020023,"763-0029",0,0,"香川県","カガワケン","丸亀市","マルガメシ","九番丁","クバンチョウ",,,,,,,,,
763009300,37,37202,372020024,"763-0093",0,0,"香川県","カガワケン","丸亀市","マルガメシ","郡家町","グンゲチョウ",,,,,,,,,
763001400,37,37202,372020025,"763-0014",0,0,"香川県","カガワケン","丸亀市","マルガメシ","御供所町","ゴブショチョウ",,,,,,,,,
763000400,37,37202,372020026,"763-0004",0,0,"香川県","カガワケン","丸亀市","マルガメシ","米屋町","コメヤチョウ",,,,,,,,,
763004800,37,37202,372020027,"763-0048",0,0,"香川県","カガワケン","丸亀市","マルガメシ","幸町","サイワイチョウ",,,,,,,,,
